"chromosome","gene_name","start","end"
"22","RNU6-495P",41377177,41377283
"22","RNU6-513P",42569147,42569250
"22","RNU6-564P",30421045,30421148
"22","RNU6-810P",29134014,29134120
"22","RNU6-816P",15701459,15701565
"22","RNU6-900P",37891347,37891448
"22","RNU6ATAC22P",41722043,41722131
"22","RNU7-167P",35249772,35249833
"22","RNY1P9",20475203,20475311
"22","RPEP4",29608900,29609501
"22","RPL13AP26",30653877,30654814
"22","RPL15P22",26886909,26887548
"22","RPL23AP7",50756948,50801309
"22","RPL23AP82",50798655,50799123
"22","RPL3",39312882,39320389
"22","RPL31P62",17093612,17093939
"22","RPL32P5",17192936,17193308
"22","RPL35AP36",43957027,43957348
"22","RPL35P8",49213911,49214247
"22","RPL36P17",30105094,30105408
"22","RPL4P6",40586700,40588003
"22","RPL5P34",42776406,42777296
"22","RPL5P35",49757627,49758980
"22","RPL6P28",44901547,44902471
"22","RPL7AP70",19792294,19793094
"22","RPL7P52",40106325,40107066
"22","RPS15AP38",36421273,36421644
"22","RPS19BP1",39529093,39532761
"22","RPS29P31",38574931,38575431
"22","RPS3AP51",30136673,30137681
"22","RRP7A",42508344,42519796
"22","RRP7BP",42555212,42582039
"22","RSPH14",23059415,23145021
"22","RTCB",32387582,32412248
"22","RTL10",19846138,19854896
"22","RTL6",44492583,44498233
"22","RTN4R",20241415,20283246
"22","SAMM50",43955442,44010531
"22","SBF1",50443219,50483923
"22","SCARF2",20424584,20437826
"22","SCO2",50523568,50526461
"22","SCUBE1",43197280,43343372
"22","SCUBE1-AS1",43275955,43283830
"22","SCUBE1-AS2",43212674,43213661
"22","SDC4P",30481311,30481911
"22","SDF2L1",21642302,21644299
"22","SEC14L2",30396941,30425303
"22","SEC14L3",30447959,30472017
"22","SEC14L4",30488902,30505711
"22","SEC14L6",30522799,30546741
"22","SELENOM",31104772,31120069
"22","SELENOO",50201011,50217616
"22","SELENOO-AS1",50208461,50209542
"22","SEPTIN3",41969443,41998221
"22","SEPTIN5",19714503,19724224
"22","SERHL",42500553,42512562
"22","SERHL2",42553617,42574382
"22","SERPIND1",20774113,20787720
"22","SEZ6L",26169462,26383597
"22","SEZ6L-AS1",26241331,26254092
"22","SF3A1",30331988,30356919
"22","SFI1",31488688,31618588
"22","SGSM1",24806169,24927578
"22","SGSM3",40370591,40410289
"22","SGSM3-AS1",40372664,40388290
"22","SH3BP1",37634654,37656117
"22","SHANK3",50674415,50733212
"22","SHISA8",41909543,41915074
"22","SHISAL1",44243665,44312951
"22","SIRPAP1",30542536,30544305
"22","SLC16A8",38078134,38084184
"22","SLC25A1",19175581,19178739
"22","SLC25A15P5",16645695,16646581
"22","SLC25A17",40769630,40819399
"22","SLC25A18",17563450,17590995
"22","SLC25A5P1",42000446,42001991
"22","SLC2A11",23856703,23886312
"22","SLC35E4",30635781,30669016
"22","SLC5A1",32043261,32113029
"22","SLC5A4",32218464,32255347
"22","SLC5A4-AS1",32205115,32278382
"22","SLC7A4",21028718,21032840
"22","SLC9A3P2",20652730,20654750
"22","SLC9B1P4",16428947,16476870
"22","SMARCB1",23786931,23838009
"22","SMC1B",45344063,45413619
"22","SMDT1",42079691,42084284
"22","SMIM45",41952150,41958939
"22","SMPD4P1",20602595,20626134
"22","SMTN",31064105,31104757
"22","SNAP29",20859007,20891214
"22","SNORA50B",33704786,33704920
"22","SNORA77B",20126402,20126526
"22","SNORD125",29333163,29333258
"22","SNORD13P1",42076058,42076161
"22","SNORD42",28232756,28232823
"22","SNORD43",39319050,39319113
"22","SNORD83A",39315213,39315307
"22","SNORD83B",39313819,39313911
"22","SNRPD3",24555958,24582052
"22","SNU13",41673933,41690504
"22","SOCS2P2",22170983,22171556
"22","SOX10",37970686,37987422
"22","SPECC1L",24270817,24417739
"22","SPECC1L-ADORA2A",24270898,24442356
"22","SREBF2",41833105,41907306
"22","SREBF2-AS1",41831215,41834665
"22","SRRD",26483877,26494658
"22","SSTR3",37204237,37212477
"22","ST13",40824535,40856639
"22","SULT4A1",43824509,43862513
"22","SUN2",38733290,38794143
"22","SUSD2",24181487,24189106
"22","SUSD2P2",18623339,18625289
"22","SYCE3",50551112,50562919
"22","SYN3",32507820,33058381
"22","SYN3-AS1",32583300,32584204
"22","SYNGR1",39349925,39385575
"22","TAB1",39399778,39437060
"22","TAFA5",48489553,48850912
"22","TANGO2",20017014,20067164
"22","TBC1D10A",30291990,30326947
"22","TBC1D22A",46762617,47175699
"22","TBC1D22A-AS1",46914092,46916042
"22","TBC1D22A-DT",46761893,46762564
"22","TBX1",19756703,19783593
"22","TCF20",42160013,42343616
"22","TCN2",30607003,30627271
"22","TEF",41367333,41399326
"22","TEX33",36991120,37007851
"22","TFIP11",26491225,26512505
"22","TFIP11-DT",26512503,26514568
"22","THAP7",20999104,21002196
"22","THAP7-AS1",21001886,21010342
"22","THOC5",29505879,29555216
"22","TIMP3",32801705,32863041
"22","TMA7B",39960397,39964905
"22","TMEM121B",17116297,17121367
"22","TMEM184B",38219291,38273010
"22","TMEM191A",20701114,20704606
"22","TMEM191B",18527802,18530573
"22","TMEM191C",21466423,21471269
"22","TMPRSS6",37065436,37109713
"22","TNFRSF13C",41922032,41926806
"22","TNRC6B",40044817,40335808
"22","TNRC6B-DT",40043068,40044565
"22","TOB2",41433494,41446801
"22","TOM1",35299275,35347992
"22","TOMM22",38681957,38685421
"22","TOMM40P2",15854195,15855243
"22","TOP3B",21957025,21982813
"22","TOP3BP1",22223187,22224566
"22","TPST2",26521996,26596717
"22","TPTEP1",16601887,16698742
"22","TPTEP2",38361381,38384096
"22","TPTEP2-CSNK1E",38291918,38398522
"22","TRABD",50185913,50199598
"22","TRABD-AS1",50199090,50200837
"22","TRIOBP",37697048,37776556
"22","TRMT2A",20111875,20117392
"22","TRMU",46330875,46357340
"22","TSPO",43151547,43163242
"22","TSSK1A",19124879,19125646
"22","TSSK2",19131308,19132622
"22","TST",37010859,37020183
"22","TTC28",27978014,28679840
"22","TTC28-AS1",27919376,28008581
"22","TTC38",46267961,46294008
"22","TTLL1",43039516,43089419
"22","TTLL1-AS1",43038585,43052366
"22","TTLL12",43166622,43187134
"22","TTLL8",50018575,50058298
"22","TUBA3FP",21008193,21014292
"22","TUBA3GP",21065462,21070097
"22","TUBA8",18110100,18146683
"22","TUBGCP6",50217689,50245023
"22","TUG1",30969245,30979395
"22","TXN2",36467046,36481640
"22","TXNRD2",19875517,19941820
"22","TYMP",50525752,50530032
"22","U2",10736171,10736283
"22","U6",15273855,16141872
"22","U7",23137805,23137864
"22","UBE2L3",21549447,21624034
"22","UFD1",19449911,19479202
"22","UFD1-AS1",19447893,19450105
"22","UPB1",24494107,24528390
"22","UPK3A",45284949,45295874
"22","UQCR10",29767369,29770413
"22","UQCRFS1P1",39875289,39876108
"22","USP18",18150118,18177397
"22","USP41",20363621,20377251
"22","VN1R9P",17021398,17022570
"22","VPREB1",22244780,22245515
"22","VPREB3",23752743,23754425
"22","VWFP1",16690103,16704477
"22","WBP2NL",41998725,42058456
"22","WNT7B",45920366,45977162
"22","XBP1",28794555,28800597
"22","XKR3",16783412,16825411
"22","XPNPEP3",40857077,40932815
"22","XRCC6",41621163,41664048
"22","YDJC",21628089,21630064
"22","YES1P1",25647261,25649232
"22","YME1L1P1",15489990,15492564
"22","YPEL1",21697536,21735794
"22","YWHAH",31944522,31957603
"22","YWHAH-AS1",31925519,31945518
"22","Y_RNA",19045256,50669901
"22","ZBED4",49853844,49890080
"22","ZC3H7B",41301525,41360147
"22","ZDHHC8",20129456,20148007
"22","ZDHHC8BP",23397938,23402157
"22","ZMAT5",29730956,29767011
"22","ZNF280A",22513736,22520270
"22","ZNF280B",22484421,22508742
"22","ZNF402P",16857619,16860718
"22","ZNF70",23738682,23751112
"22","ZNF72BP",15326037,15343065
"22","ZNF74",20394115,20408461
"22","ZNRF3",28883572,29057488
"22","ZNRF3-AS1",29024999,29031476
"22","ZNRF3-IT1",28992721,29018620
"3","7SK",124792319,124792562
"3","A4GNT",138123713,138132390
"3","AADAC",151814073,151828488
"3","AADACL2",151733916,151761339
"3","AADACL2-AS1",151751443,151928175
"3","AADACP1",151770396,151784945
"3","ABCC5",183919934,184017939
"3","ABCC5-AS1",184006338,184011419
"3","ABCF2P1",88317156,88319022
"3","ABCF3",184186095,184194012
"3","ABHD10",111979010,111993368
"3","ABHD14A",51971426,51981196
"3","ABHD14A-ACY1",51974706,51989183
"3","ABHD14B",51968510,51983409
"3","ABHD5",43690108,43734371
"3","ABHD6",58237532,58295693
"3","ABI3BP",100749156,100993515
"3","ABRAXAS1P1",100910975,100912175
"3","ABTB1",127672935,127680926
"3","ACAA1",38103129,38137242
"3","ACAD11",132558138,132660082
"3","ACAD9",128879596,128924003
"3","ACAD9-DT",128871913,128879475
"3","ACAP2",195274745,195443044
"3","ACAP2-IT1",195280723,195282741
"3","ACKR2",42804752,42887974
"3","ACKR4",132597270,132618967
"3","ACOX2",58505136,58537283
"3","ACP3",132317369,132368302
"3","ACSL3P1",133760300,133762363
"3","ACTBP16",180820544,180821612
"3","ACTG1P1",139493809,139494937
"3","ACTG1P12",12070195,12071360
"3","ACTG1P13",99215224,99216266
"3","ACTG1P23",175977497,175978570
"3","ACTL11P",49873347,49877305
"3","ACTL6A",179562886,179588407
"3","ACTR3P3",101163094,101163986
"3","ACTR8",53867066,53882152
"3","ACTRT3",169766921,169769561
"3","ACVR2B",38453890,38493142
"3","ACVR2B-AS1",38451027,38454820
"3","ACY1",51983340,51989197
"3","ADAD1P1",39285985,39287920
"3","ADAMTS9",64515654,64688000
"3","ADAMTS9-AS1",64561322,64592757
"3","ADAMTS9-AS2",64684909,65053439
"3","ADCY5",123282296,123449090
"3","ADGRG7",100609601,100695479
"3","ADIPOQ",186842704,186858463
"3","ADIPOQ-AS1",186851886,186856123
"3","ADPRH",119579268,119589945
"3","AFF4P1",133409955,133410843
"3","AGGF1P3",75653561,75654773
"3","AGTR1",148697784,148743008
"3","AHSG",186613060,186621318
"3","AK3P7",52734735,52735013
"3","AKR1B1P2",74135959,74136892
"3","AKTIPP1",52753526,52754690
"3","ALAS1",52198086,52214327
"3","ALCAM",105366909,105576900
"3","ALDH1L1",126103562,126197994
"3","ALDH1L1-AS1",126103640,126108069
"3","ALDH1L1-AS2",126180012,126210169
"3","ALDOAP1",52193170,52194785
"3","ALG1L15P",156044155,156044948
"3","ALG1L1P",125929272,125990537
"3","ALG1L2",130081831,130113227
"3","ALG1L6P",75415070,75422143
"3","ALG3",184242301,184249548
"3","ALS2CL",46668995,46693704
"3","AMIGO3",49716829,49719684
"3","AMOTL2",134355347,134375479
"3","AMT",49416778,49422685
"3","ANAPC13",134477706,134486716
"3","ANAPC15P2",174302944,174303287
"3","ANKRD18DP",198053522,198080754
"3","ANKRD28",15667236,15859771
"3","ANKUB1",149761100,149968385
"3","ANO10",43354859,43691594
"3","AP2M1",184174689,184184214
"3","APEH",49674014,49683971
"3","APOD",195568705,195584033
"3","APOOP2",87594838,87595376
"3","APPL1",57227726,57278105
"3","APRG1",37381062,37440186
"3","ARF4",57571363,57598220
"3","ARF4-AS1",57597531,57600927
"3","ARGFX",121567949,121590622
"3","ARHGAP31",119294383,119420714
"3","ARHGAP31-AS1",119314293,119322760
"3","ARHGEF26",154121003,154257827
"3","ARHGEF26-AS1",154024401,154121347
"3","ARHGEF28P1",99326377,99326552
"3","ARHGEF3",56727418,57079329
"3","ARHGEF3-AS1",56940040,56960854
"3","ARIH2",48918821,48986382
"3","ARIH2OS",48917782,48918823
"3","ARL13B",93980139,94055678
"3","ARL14",160677160,160678448
"3","ARL4AP4",23878981,23879498
"3","ARL6",97764521,97801229
"3","ARL6IP5",69084937,69106092
"3","ARL8B",5122249,5180911
"3","ARL8BP1",196044695,196045254
"3","ARMC10P1",94506766,94507620
"3","ARMC8",138187248,138298384
"3","ARPC1AP1",121356991,121357940
"3","ARPC4",9792495,9807101
"3","ARPC4-TTLL3",9793082,9835401
"3","ARPP21",35638945,35794496
"3","ARPP21-AS1",35650197,35651961
"3","ASB14",57268342,57292685
"3","ASS1P7",177297161,177298386
"3","ASTE1",131013875,131027649
"3","ATG3",112532510,112562046
"3","ATG7",11272309,11557665
"3","ATOSBP1",114231398,114233021
"3","ATP11B",182793503,182921629
"3","ATP11B-DT",182783236,182793394
"3","ATP13A3",194402672,194498364
"3","ATP13A3-DT",194487140,194521156
"3","ATP13A4",193398967,193593111
"3","ATP13A4-AS1",193553213,193555088
"3","ATP13A5",193274789,193378820
"3","ATP13A5-AS1",193307244,193314362
"3","ATP1B3",141876124,141926549
"3","ATP1B3-AS1",141918252,141919021
"3","ATP2B2",10324023,10708007
"3","ATP2B2-IT1",10566255,10570375
"3","ATP2B2-IT2",10626015,10629307
"3","ATP2C1",130850595,131016712
"3","ATP5MC1P3",138889255,138889957
"3","ATP5MC1P4",172828736,172829176
"3","ATP5MC2P5",130293337,130293760
"3","ATP5MGP5",152800434,152800732
"3","ATP5PBP8",113984037,113984655
"3","ATP6V0CP2",111478737,111478943
"3","ATP6V0E1P2",41859350,41859594
"3","ATP6V1A",113746770,113812056
"3","ATR",142449007,142578733
"3","ATRIP",48446710,48467645
"3","ATXN7",63863155,64003462
"3","AZI2",28315003,28349050
"3","B3GALNT1",161083883,161105411
"3","B3GAT3P1",160452598,160453403
"3","B3GNT5",183253253,183298504
"3","B4GALT4",119211732,119240946
"3","B4GALT4-AS1",119226486,119290666
"3","BALR6",18013226,18041603
"3","BAP1",52401008,52410008
"3","BBX",107522936,107811339
"3","BCHE",165772904,165837462
"3","BCL2L12P1",131526447,131527179
"3","BCL6",187721377,187745725
"3","BDH1",197509783,197573323
"3","BFSP2",133400056,133475222
"3","BFSP2-AS1",133429269,133455776
"3","BHLHE40",4979437,4985323
"3","BHLHE40-AS1",4896806,4980414
"3","BLVRBP1",46918807,46918935
"3","BOC",113211003,113287459
"3","BOLA2P2",47499841,47500407
"3","BPESC1",139104185,139125171
"3","BRD7P2",160100850,160102793
"3","BRD7P7",109241507,109243125
"3","BRK1",10115675,10127190
"3","BRPF1",9731729,9748019
"3","BSN",49554477,49671549
"3","BSN-AS1",49640483,49641769
"3","BSN-DT",49549306,49554366
"3","BTD",15601341,15722311
"3","BTF3P16",101457241,101457732
"3","BTLA",112463966,112499472
"3","BTNL12P",120349449,120423826
"3","BZW1P1",172425850,172427089
"3","BZW1P2",116645902,116646727
"3","C11orf98P3",23389661,23389909
"3","C12orf29P2",109396616,109397870
"3","C1orf100P1",47469777,47469987
"3","C3orf14",62319015,62336213
"3","C3orf18",50558025,50571027
"3","C3orf20",14675141,14773036
"3","C3orf22",126526999,126558965
"3","C3orf33",155762617,155806278
"3","C3orf36",133928145,133929812
"3","C3orf38",88149959,88168729
"3","C3orf49",63819299,63848636
"3","C3orf52",112086335,112131004
"3","C3orf62",49268596,49277232
"3","C3orf70",185076838,185153060
"3","C3orf80",160225422,160228213
"3","C3orf84",49177634,49191858
"3","C3orf85",109118252,109151401
"3","C3orf86P",44421127,44439946
"3","C9orf78P1",159721524,159722401
"3","C9orf85P2",182950783,182956307
"3","CABYRP1",54047749,54048793
"3","CACNA1D",53328963,53813733
"3","CACNA2D2",50362613,50504244
"3","CACNA2D3",54122552,55074557
"3","CACNA2D3-AS1",54874605,54901255
"3","CADM2",84958989,86074429
"3","CADM2-AS1",85992183,86028007
"3","CADM2-AS2",85799987,85828050
"3","CADPS",62398346,62875416
"3","CAMK1",9757347,9769992
"3","CAMK2N2",184259213,184261553
"3","CAMKV",49857988,49869935
"3","CAMP",48223347,48225491
"3","CAND2",12796472,12834804
"3","CAP1P1",76434018,76435428
"3","CAPN7",15206152,15252916
"3","CARMIL2P1",129632019,129632492
"3","CASR",122183668,122291629
"3","CAV3",8733802,8841808
"3","CBLB",105655461,105869552
"3","CBX1P5",166811009,166811567
"3","CBX3P10",36880184,36880729
"3","CBX5P1",88095408,88095968
"3","CCDC12",46921726,46982010
"3","CCDC13",42705756,42773253
"3","CCDC13-AS1",42732575,42746768
"3","CCDC13-AS2",42770600,42773785
"3","CCDC137P1",72086888,72087725
"3","CCDC137P2",72085109,72085287
"3","CCDC14",123897305,123961408
"3","CCDC174",14651762,14672659
"3","CCDC191",113964137,114056594
"3","CCDC39",180602858,180684942
"3","CCDC39-AS1",180680084,180700449
"3","CCDC50",191329085,191398659
"3","CCDC51",48432164,48440456
"3","CCDC54",107377439,107378635
"3","CCDC54-AS1",107272611,107421356
"3","CCDC66",56557161,56621837
"3","CCDC71",49162535,49166331
"3","CCDC80",112596797,112649530
"3","CCK",42257825,42266185
"3","CCNL1",157146508,157160760
"3","CCR1",46201711,46208313
"3","CCR2",46353864,46360940
"3","CCR3",46130890,46266706
"3","CCR4",32951644,32956349
"3","CCR5",46370946,46376206
"3","CCR5AS",46364391,46407117
"3","CCR8",39329709,39333680
"3","CCR9",45884425,45903174
"3","CCRL2",46407166,46412997
"3","CCT6P4",190714811,190716399
"3","CD200",112332347,112362812
"3","CD200LP",112321140,112321443
"3","CD200R1",112921205,112975103
"3","CD200R1L",112815709,112846864
"3","CD200R1L-AS1",112802478,112812819
"3","CD200R1P1",112896631,112897462
"3","CD24P5",5099627,5099861
"3","CD47",108043091,108091862
"3","CD80",119524293,119559614
"3","CD86",122055362,122121139
"3","CD96",111292719,111665750
"3","CDC25A",48157146,48188417
"3","CDC42P7",38270283,38270767
"3","CDCP1",45082277,45146422
"3","CDHR18P",63741827,63827445
"3","CDHR4",49790732,49799873
"3","CDK2AP1P1",120484171,120484527
"3","CDV3",133573686,133590261
"3","CDV3P1",96776945,96777683
"3","CDYLP1",16692745,16694202
"3","CELSR3",48636463,48662886
"3","CENPPP1",39338129,39338879
"3","CEP19",196706277,196712250
"3","CEP63",134485699,134587789
"3","CEP70",138494344,138594538
"3","CEP97",101724534,101770562
"3","CFAP100",126394909,126436556
"3","CFAP100-DT",126393032,126394851
"3","CFAP20DC",58717365,59050084
"3","CFAP20DC-AS1",58824437,59019093
"3","CFAP20DC-DT",59050164,59754808
"3","CFAP44",113286930,113441610
"3","CFAP44-AS1",113403988,113433992
"3","CFAP91",119703022,119767102
"3","CFAP92",128909866,129002690
"3","CFL1P7",25324174,25324659
"3","CGGBP1",88051944,88149885
"3","CHCHD4",14112077,14124870
"3","CHCHD4P4",11234256,11234582
"3","CHCHD6",126704240,126960420
"3","CHDH",53812335,53846419
"3","CHL1",196763,409417
"3","CHL1-AS1",363370,385795
"3","CHL1-AS2",109707,197341
"3","CHMP2B",87227271,87255556
"3","CHRD",184380054,184390736
"3","CHST13",126524155,126543291
"3","CHST2",143119771,143124014
"3","CIAO2AP1",28427963,28428444
"3","CICP6",198223497,198226310
"3","CIDEC",9866711,9880255
"3","CIDECP1",10017490,10023747
"3","CIDECP2",128869624,128870026
"3","CIP2A",108549864,108589644
"3","CISH",50606489,50611774
"3","CLASP2",33496245,33718356
"3","CLCN2",184346185,184361650
"3","CLDN1",190305707,190322446
"3","CLDN11",170418868,170454733
"3","CLDN16",190322541,190412138
"3","CLDN18",137998735,138033655
"3","CLDND1",98497912,98523066
"3","CLEC3B",45001548,45036071
"3","CLRN1",150926163,150972727
"3","CLRN1-AS1",150852484,151080726
"3","CLSTN2",139935185,140577397
"3","CLSTN2-AS1",140505611,140508789
"3","CLUHP10",75629993,75634057
"3","CMC1",28241584,28325142
"3","CMSS1",99817837,100181732
"3","CMTM6",32481312,32502852
"3","CMTM7",32391698,32483067
"3","CMTM8",32238679,32370321
"3","CNBP",129167827,129183922
"3","CNN2P6",31181751,31182650
"3","CNOT10",32685145,32773875
"3","CNOT10-AS1",32730635,32737454
"3","CNTN3",74262568,74614659
"3","CNTN4",2098813,3057959
"3","CNTN4-AS1",3039033,3069242
"3","CNTN4-AS2",2110409,2144241
"3","CNTN6",1092658,1404217
"3","COL6A4P1",15151833,15205959
"3","COL6A4P2",130212823,130273806
"3","COL6A5",130345516,130484846
"3","COL6A6",130517177,130677044
"3","COL7A1",48564073,48595329
"3","COL8A1",99638475,99799226
"3","COLQ",15450133,15521751
"3","COMMD2",149738472,149752495
"3","COPB2",139353946,139389736
"3","COPB2-DT",139389761,139782699
"3","COPG1",129249606,129277773
"3","COPS8P2",68145004,68145630
"3","COX17",119654513,119677454
"3","COX6A1P5",193765681,193766003
"3","COX6CP10",33554636,33554859
"3","COX6CP14",49758483,49758656
"3","COX6CP6",70751123,70751350
"3","CP",149162410,149221829
"3","CPA3",148865296,148897203
"3","CPB1",148791102,148860187
"3","CPHL1P",149229356,149291800
"3","CPN2",194339768,194351328
"3","CPNE4",131533555,132285410
"3","CPNE9",9703826,9729908
"3","CPOX",98579446,98593648
"3","CRADDP1",156988117,156988712
"3","CRB3P1",1394173,1394448
"3","CRBN",3144628,3179727
"3","CRELD1",9933793,9945413
"3","CRIP1P1",12673699,12673883
"3","CRIP1P2",25686896,25687123
"3","CRTAP",33114014,33147773
"3","CRYBG3",97822011,97944984
"3","CRYGS",186538441,186546702
"3","CSNKA2IP",88338416,88467594
"3","CSP2",107327830,107329197
"3","CSPG5",47562238,47580792
"3","CSRNP1",39141855,39154562
"3","CSRP2P2",130918226,130919120
"3","CSTA",122325248,122341969
"3","CSTBP1",11529488,11529755
"3","CTDNEP1P1",113885298,113886031
"3","CTDSPL",37861880,37984469
"3","CTNNB1",41194741,41260096
